schema_version,external_id,question_revision,lesson_id,lesson_code,subtopic_id,subtopic_code,secondary_subtopic_ids,question_type,stem,stem_locale,option_a,option_b,option_c,option_d,option_locale,correct_option,full_explanation,explanation_a,explanation_b,explanation_c,explanation_d,explanation_locale,misconception_a_id,misconception_b_id,misconception_c_id,misconception_d_id,difficulty,difficulty_score_initial,difficulty_model_version,status,source_type,source_ref,author_id,reviewer_id,tags,media_type,media_uri,media_alt_text,media_transcript,media_source_ref,taxonomy_version,question_type_catalogue_version,compatibility_version,distractor_rules_version,content_version
ADV-QB-SCHEMA-v1.0,GMP-ADV-B089-Q015,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST02,ADV_L19_INDEF_QUANTITY,,PRONOUN_CHOICE,"Parmi les candidats, ___ hésitent encore à accepter la proposition.",fr,personne,les mêmes,certains,quelque chose,fr,C,« certains » désigne une partie non précisée d’un ensemble.,« personne » exprime zéro personne dans une construction négative.,« les mêmes » marque l’identité avec des éléments déjà mentionnés.,« certains » désigne une partie non précisée d’un ensemble.,« quelque chose » désigne une chose non précisée. ,fr,ADV-L19-MC02,ADV-L19-MC02,,ADV-L19-MC02,VERY_HARD,1.00,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-quantity,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_QUANTITY|PRONOUN_CHOICE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B089-Q016,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST02,ADV_L19_INDEF_QUANTITY,,PRONOUN_CHOICE,Certains collègues sont partis dès midi ; ___ sont restés jusqu'à la fermeture.,fr,quelqu'un,rien,chacun,les autres,fr,D,« les autres » reprend le reste du groupe après l’opposition avec « certains ».,« quelqu’un » ne reprendrait qu’une personne non identifiée.,« rien » ne peut pas reprendre des collègues.,"« chacun » exprime une distribution sur tous les membres, pas le reste du groupe. ",« les autres » reprend le reste du groupe après l’opposition avec « certains ».,fr,ADV-L19-MC02,ADV-L19-MC02,ADV-L19-MC02,,EASY,0.25,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-quantity,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_QUANTITY|PRONOUN_CHOICE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B089-Q017,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST02,ADV_L19_INDEF_QUANTITY,,PRONOUN_CHOICE,Des brochures ? J'en ai gardé ___ pour la prochaine formation.,fr,quelques-unes,quelques-uns,certains,tous,fr,A,"« brochures » est féminin pluriel ; après « en », « quelques-unes » reprend une quantité non précisée de ce nom.","« brochures » est féminin pluriel ; après « en », « quelques-unes » reprend une quantité non précisée de ce nom.",« quelques-uns » ne s’accorde pas avec le référent féminin.,« certains » ne reprend pas ici le nom féminin sous la forme attendue par le modèle ciblé.,« tous » signifierait la totalité des brochures. ,fr,,ADV-L19-MC02,ADV-L19-MC02,ADV-L19-MC02,MEDIUM,0.50,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-quantity,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_QUANTITY|PRONOUN_CHOICE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B089-Q018,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST02,ADV_L19_INDEF_QUANTITY,,CLOZE_SINGLE,___ pensent qu'il faut attendre ; les autres veulent voter immédiatement.,fr,Quelque chose,Certains,Personne,Chacun,fr,B,"« certains » introduit un premier sous-groupe, opposé ensuite à « les autres ».",« quelque chose » ne peut pas désigner le groupe de personnes qui pensent.,"« certains » introduit un premier sous-groupe, opposé ensuite à « les autres ».",« personne » exigerait une négation et signifierait zéro personne.,« chacun » ne construit pas cette opposition entre deux sous-groupes. ,fr,ADV-L19-MC02,,ADV-L19-MC02,ADV-L19-MC02,MEDIUM,0.50,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-quantity,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_QUANTITY|CLOZE_SINGLE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B089-Q019,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST02,ADV_L19_INDEF_QUANTITY,,CLOZE_SINGLE,Ces chemises sont trop grandes ; j'en ai essayé ___ seulement.,fr,quelques-uns,les mêmes,quelques-unes,personne,fr,C,"Le pronom « quelques-unes » reprend une quantité indéterminée d’un nom féminin pluriel, ici « chemises ».",« quelques-uns » est masculin.,"« les mêmes » exprime l’identité, pas une quantité indéterminée.","Le pronom « quelques-unes » reprend une quantité indéterminée d’un nom féminin pluriel, ici « chemises ».",« personne » concerne les personnes et la quantité nulle. ,fr,ADV-L19-MC02,ADV-L19-MC02,,ADV-L19-MC02,HARD,0.75,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-quantity,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_QUANTITY|CLOZE_SINGLE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B089-Q020,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST02,ADV_L19_INDEF_QUANTITY,,CLOZE_CONTEXT,"Sur les six propositions, ___ ont été retenues ; les autres seront réexaminées le mois prochain.",fr,quelques-uns,tous,personne,quelques-unes,fr,D,« propositions » est féminin pluriel et seule une partie non précisée est retenue : « quelques-unes ».,« quelques-uns » ne respecte pas le genre du référent.,« tous » signifierait que les six propositions ont été retenues.,« personne » ne peut pas reprendre des propositions. ,« propositions » est féminin pluriel et seule une partie non précisée est retenue : « quelques-unes ».,fr,ADV-L19-MC02,ADV-L19-MC02,ADV-L19-MC02,,VERY_HARD,1.00,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-quantity,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_QUANTITY|CLOZE_CONTEXT,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B089-Q021,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST02,ADV_L19_INDEF_QUANTITY,,CORRECT_SENTENCE,"À propos des visites prévues jeudi, quelle phrase emploie correctement le pronom indéfini ?",fr,Quelques-unes ont été reportées à vendredi.,Quelques-uns visites ont été reportées à vendredi.,Quelques-unes visites ont été reportées à vendredi.,Quelques-uns ont été reportées à vendredi.,fr,A,« quelques-unes » est un pronom qui remplace ici « visites » et s’accorde au féminin pluriel ; il n’est pas placé comme adjectif devant le nom.,« quelques-unes » est un pronom qui remplace ici « visites » et s’accorde au féminin pluriel ; il n’est pas placé comme adjectif devant le nom.,« quelques-uns » ne peut pas être utilisé comme déterminant devant « visites » et le genre est faux.,« quelques-unes » est ici utilisé à tort devant le nom au lieu de le remplacer.,Le genre masculin « quelques-uns » ne correspond pas à « visites ». ,fr,,ADV-L19-MC02,ADV-L19-MC02,ADV-L19-MC02,EASY,0.25,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-quantity,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_QUANTITY|CORRECT_SENTENCE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B089-Q022,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST02,ADV_L19_INDEF_QUANTITY,,INCORRECT_SENTENCE,Une seule phrase contient l'erreur ciblée par la leçon. Laquelle ?,fr,"Parmi les candidates, quelques-unes ont demandé un délai.","Parmi les candidates, quelques-uns ont demandé un délai.",Certains sont favorables au projet.,Les autres préfèrent attendre.,fr,B,Le référent « candidates » est féminin pluriel : il faut « quelques-unes ».,« quelques-unes » s’accorde correctement avec « candidates ».,Le référent « candidates » est féminin pluriel : il faut « quelques-unes ».,« certains » peut désigner une partie indéterminée d’un groupe.,« les autres » peut reprendre le reste d’un groupe déjà opposé. ,fr,ADV-L19-MC02,,ADV-L19-MC02,ADV-L19-MC02,MEDIUM,0.50,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-quantity,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_QUANTITY|INCORRECT_SENTENCE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B089-Q023,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST02,ADV_L19_INDEF_QUANTITY,,ERROR_LOCATION,"Dans « Parmi les réponses / quelques-uns / étaient exactes / dès le premier essai », quel segment porte l'erreur ?",fr,Parmi les réponses,étaient exactes,quelques-uns,dès le premier essai,fr,C,« réponses » est féminin pluriel : le pronom doit être « quelques-unes ».,Le groupe introducteur est correct.,L’accord verbal et l’adjectif avec le référent féminin pluriel ne sont pas le problème ciblé.,« réponses » est féminin pluriel : le pronom doit être « quelques-unes ».,Le complément circonstanciel est correct. ,fr,ADV-L19-MC02,ADV-L19-MC02,,ADV-L19-MC02,MEDIUM,0.50,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-quantity,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_QUANTITY|ERROR_LOCATION,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B089-Q024,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST02,ADV_L19_INDEF_QUANTITY,,FA_TO_FR,برای « برخی فکر می‌کنند که پروژه باید به تعویق بیفتد » کدام جملهٔ فرانسوی با قاعدهٔ درس درست است؟,fa,Quelqu'un pensent que le projet doit être reporté.,Personne pensent que le projet doit être reporté.,Les mêmes pense que le projet doit être reporté.,Certains pensent que le projet doit être reporté.,fr,D,« certains » یک بخش نامعین از یک گروه را نشان می‌دهد و با فعل جمع می‌آید.,« quelqu’un » مفرد است و یک شخص نامشخص را نشان می‌دهد.,« personne » در ساخت منفی برای « هیچ‌کس » به کار می‌رود.,« les mêmes » هویت یک گروه قبلی را بیان می‌کند و شکل فعل نیز در گزینه نادرست است. ,« certains » یک بخش نامعین از یک گروه را نشان می‌دهد و با فعل جمع می‌آید.,fa,ADV-L19-MC02,ADV-L19-MC02,ADV-L19-MC02,,HARD,0.75,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-quantity,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_QUANTITY|FA_TO_FR,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B089-Q025,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST02,ADV_L19_INDEF_QUANTITY,,CONTRAST_RULES,Quelle règle distingue correctement « quelques-unes » dans « des cartes : j'en prendrai quelques-unes » ?,fr,C'est un pronom qui remplace un nom féminin pluriel et exprime une quantité non précisée.,C'est un adjectif qui doit toujours précéder le nom remplacé.,Il exprime obligatoirement la totalité du groupe.,Il s'emploie seulement pour désigner des personnes.,fr,A,La leçon présente « quelques-uns/unes » comme pronoms de quantité indéterminée ; la forme varie avec le genre du référent.,La leçon présente « quelques-uns/unes » comme pronoms de quantité indéterminée ; la forme varie avec le genre du référent.,Le piège indiqué dans la taxonomie est précisément de traiter « quelques-uns » comme un adjectif devant le nom.,"La totalité est exprimée par des formes comme « tous », non « quelques-unes ».","Le pronom peut reprendre des choses, comme dans le modèle avec des objets. ",fr,,ADV-L19-MC02,ADV-L19-MC02,ADV-L19-MC02,VERY_HARD,1.00,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-quantity,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_QUANTITY|CONTRAST_RULES,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B089-Q026,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST02,ADV_L19_INDEF_QUANTITY,,REWRITE_EQUIV,"Réécrivez sans répéter « cartes » : « Des cartes ? Oui, je prendrai un nombre indéterminé de ces cartes. »",fr,"Des cartes ? Oui, j'en prendrai quelques-uns.","Des cartes ? Oui, j'en prendrai quelques-unes.","Des cartes ? Oui, je prendrai quelques-unes cartes.","Des cartes ? Oui, j'en prendrai tous.",fr,B,« cartes » est féminin pluriel : la reprise pronominale attendue est « en + quelques-unes ».,« quelques-uns » ne respecte pas le genre féminin.,« cartes » est féminin pluriel : la reprise pronominale attendue est « en + quelques-unes ».,Le pronom « quelques-unes » ne se place pas comme déterminant devant le nom.,« tous » exprimerait la totalité et non une quantité indéterminée. ,fr,ADV-L19-MC02,,ADV-L19-MC02,ADV-L19-MC02,EASY,0.25,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-quantity,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_QUANTITY|REWRITE_EQUIV,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B090-Q014,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST02,ADV_L19_INDEF_QUANTITY,,PRONOUN_CHOICE,"Ces photos ? J'en ai imprimé ___ pour le dossier, pas la série entière.",fr,quelques-uns,toutes,quelques-unes,personne,fr,C,« photos » est féminin pluriel ; « quelques-unes » reprend une quantité non précisée.,La forme masculine ne s’accorde pas avec « photos ».,« toutes » exprimerait la totalité.,« photos » est féminin pluriel ; « quelques-unes » reprend une quantité non précisée.,« personne » ne reprend pas des choses.,fr,ADV-L19-MC02,ADV-L19-MC02,,ADV-L19-MC02,HARD,0.75,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-quantity,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_QUANTITY|PRONOUN_CHOICE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B090-Q015,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST02,ADV_L19_INDEF_QUANTITY,,PRONOUN_CHOICE,"Parmi les voisins, ___ ont déjà signé la pétition.",fr,rien,chacun,quelque chose,certains,fr,D,« certains » sélectionne une partie non déterminée d’un ensemble.,« rien » vise une quantité nulle de choses.,« chacun » vise tous les membres distributivement.,« quelque chose » ne désigne pas un sous-groupe de personnes.,« certains » sélectionne une partie non déterminée d’un ensemble.,fr,ADV-L19-MC02,ADV-L19-MC02,ADV-L19-MC02,,VERY_HARD,1.00,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-quantity,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_QUANTITY|PRONOUN_CHOICE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B090-Q016,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST02,ADV_L19_INDEF_QUANTITY,,PRONOUN_CHOICE,Certains dossiers sont complets ; ___ doivent encore être corrigés.,fr,les autres,quelqu'un,rien,chacun,fr,A,"Après un premier sous-groupe introduit par « certains », « les autres » reprend le reste.","Après un premier sous-groupe introduit par « certains », « les autres » reprend le reste.",« quelqu’un » désigne une personne.,« rien » exprime zéro chose.,« chacun » ne signifie pas « le reste du groupe ».,fr,,ADV-L19-MC02,ADV-L19-MC02,ADV-L19-MC02,EASY,0.25,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-quantity,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_QUANTITY|PRONOUN_CHOICE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B090-Q017,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST02,ADV_L19_INDEF_QUANTITY,,PRONOUN_CHOICE,Des romans policiers ? J'en ai lu ___ pendant les vacances.,fr,quelques-unes,quelques-uns,les mêmes,personne,fr,B,« romans » est masculin pluriel : « quelques-uns » reprend une quantité indéterminée.,La forme féminine ne convient pas à « romans ».,« romans » est masculin pluriel : « quelques-uns » reprend une quantité indéterminée.,« les mêmes » exprime l’identité.,« personne » concerne les personnes dans la négation.,fr,ADV-L19-MC02,,ADV-L19-MC02,ADV-L19-MC02,MEDIUM,0.50,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-quantity,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_QUANTITY|PRONOUN_CHOICE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B090-Q018,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST02,ADV_L19_INDEF_QUANTITY,,CLOZE_SINGLE,"___ approuvent la réforme, tandis que d'autres restent sceptiques.",fr,Rien,Quelqu'un,Certains,Chacun,fr,C,« certains » forme un sous-groupe non précisément quantifié.,« rien » ne désigne pas des personnes.,« quelqu’un » est singulier.,« certains » forme un sous-groupe non précisément quantifié.,« chacun » porterait sur tous les membres un à un.,fr,ADV-L19-MC02,ADV-L19-MC02,,ADV-L19-MC02,MEDIUM,0.50,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-quantity,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_QUANTITY|CLOZE_SINGLE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B090-Q019,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST02,ADV_L19_INDEF_QUANTITY,,CLOZE_SINGLE,Ces places sont disponibles ; j'en réserverai ___ pour nos invités.,fr,quelques-uns,tous,les mêmes,quelques-unes,fr,D,Le référent « places » est féminin pluriel : « quelques-unes ».,La forme masculine est incorrecte.,« tous » est masculin et exprime la totalité.,"« les mêmes » marque l’identité, pas la quantité.",Le référent « places » est féminin pluriel : « quelques-unes ».,fr,ADV-L19-MC02,ADV-L19-MC02,ADV-L19-MC02,,HARD,0.75,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-quantity,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_QUANTITY|CLOZE_SINGLE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B090-Q020,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST02,ADV_L19_INDEF_QUANTITY,,CLOZE_CONTEXT,"Vingt rapports ont été remis. ___ contiennent encore des erreurs, mais la plupart sont exploitables.",fr,Certains,Tous,Personne,Quelque chose,fr,A,Le contexte indique seulement une partie non précisée des rapports : « certains ».,Le contexte indique seulement une partie non précisée des rapports : « certains ».,« tous » contredirait « la plupart sont exploitables ».,« personne » ne reprend pas des rapports.,« quelque chose » est singulier et ne reprend pas un groupe.,fr,,ADV-L19-MC02,ADV-L19-MC02,ADV-L19-MC02,VERY_HARD,1.00,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-quantity,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_QUANTITY|CLOZE_CONTEXT,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B090-Q021,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST02,ADV_L19_INDEF_QUANTITY,,CORRECT_SENTENCE,Quelle phrase reprend correctement « invitations » sans répéter le nom ?,fr,J'en ai envoyé quelques-uns ce matin.,J'en ai envoyé quelques-unes ce matin.,J'ai envoyé quelques-unes invitations ce matin.,J'en ai envoyé certains invitation ce matin.,fr,B,"« invitations » est féminin pluriel et « quelques-unes » est ici un pronom, non un déterminant devant le nom.",Le genre masculin est faux.,"« invitations » est féminin pluriel et « quelques-unes » est ici un pronom, non un déterminant devant le nom.",Le pronom ne se place pas devant le nom qu’il remplace.,La construction et l’accord sont incorrects.,fr,ADV-L19-MC02,,ADV-L19-MC02,ADV-L19-MC02,EASY,0.25,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-quantity,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_QUANTITY|CORRECT_SENTENCE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B090-Q022,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST02,ADV_L19_INDEF_QUANTITY,,INCORRECT_SENTENCE,Quelle phrase contient l'erreur de genre ciblée ?,fr,"Parmi ces actrices, quelques-unes ont refusé l'interview.",Certains ont quitté la salle tôt.,"Parmi ces actrices, quelques-uns ont refusé l'interview.",Les autres ont attendu la fin.,fr,C,"Avec « actrices », féminin pluriel, on doit employer « quelques-unes ».",La forme féminine est correcte.,« certains » peut reprendre un groupe masculin ou mixte.,"Avec « actrices », féminin pluriel, on doit employer « quelques-unes ».",« les autres » peut désigner le reste d’un groupe.,fr,ADV-L19-MC02,ADV-L19-MC02,,ADV-L19-MC02,MEDIUM,0.50,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-quantity,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_QUANTITY|INCORRECT_SENTENCE,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
ADV-QB-SCHEMA-v1.0,GMP-ADV-B090-Q023,1,ADV-L19,ADV_INDEFINITE_PRONOUNS,ADV-L19-ST02,ADV_L19_INDEF_QUANTITY,,ERROR_LOCATION,"Dans « Ces propositions / quelques-uns / seront discutées / demain matin », quel segment est fautif ?",fr,Ces propositions,seront discutées,demain matin,quelques-uns,fr,D,Le référent est féminin pluriel : il faut « quelques-unes ».,Le groupe nominal est correct.,Le verbe et le participe s’accordent correctement avec le sujet féminin pluriel.,Le complément de temps est correct.,Le référent est féminin pluriel : il faut « quelques-unes ».,fr,ADV-L19-MC02,ADV-L19-MC02,ADV-L19-MC02,,MEDIUM,0.50,ADV-DIFFICULTY-v1.0,READY_FOR_IMPORT,BOOK_RULE_DERIVED,ADV-L19:book-p126-p127:indef-quantity,openai-gpt-5.6-sol,openai-gpt-5.6-sol-qa,ADV|L19|ADV_L19_INDEF_QUANTITY|ERROR_LOCATION,NONE,,,,,ADV-TAXONOMY-v1.0,ADV-QTYPE-v1.0,ADV-COMPAT-v1.0,ADV-DISTRACTOR-v1.0,ADV-CONTENT-v1.0
